BataryaGucu,Bluetooth,MikroislemciHizi,CiftHat,OnKameraMP,4G,DahiliBellek,Kalinlik,Agirlik,CekirdekSayisi,ArkaKameraMP,CozunurlukYükseklik,CozunurlukGenislik,RAM,BataryaOmru,3G,Dokunmatik,WiFi,FiyatAraligi,Renk
1175,Var,1.7,Var,1.0,Var,45,0.6,167,2,7,90,557,2240.0,5,Var,Var,Yok,Ucuz,Turkuaz
879,Yok,1.5,Var,0.0,Var,21,0.8,187,4,2,463,1038,2927.0,11,Var,Yok,Var,Normal,Pembe
1593,Var,1.0,Yok,0.0,Var,52,0.7,130,8,0,761,1336,1354.0,13,Var,Var,Var,Ucuz,Sarı
1104,Yok,1.7,Yok,1.0,Var,60,0.4,199,2,13,653,1413,1229.0,3,Var,Var,Var,Çok Ucuz,Beyaz
1189,Var,1.9,Yok,5.0,Yok,7,0.5,164,2,20,79,615,841.0,11,Yok,Var,Yok,Çok Ucuz,Kahverengi
1982,Var,1.6,Yok,2.0,Var,12,0.2,80,5,20,287,593,1824.0,14,Var,Var,Var,Ucuz,Kahverengi
560,Yok,0.5,Yok,14.0,Yok,23,1.0,146,8,15,356,1903,2360.0,18,Yok,Var,Var,Ucuz,Siyah
1986,Yok,0.5,Yok,7.0,Yok,51,0.4,95,3,9,342,774,3165.0,13,Var,Yok,Yok,Pahalı,Siyah
1303,Yok,1.0,Var,0.0,Var,15,0.1,138,3,10,229,1604,2574.0,14,Var,Var,Var,Normal,Gri
868,Var,0.9,Yok,5.0,Yok,5,0.4,137,4,7,40,1311,1519.0,2,Yok,Yok,Var,Çok Ucuz,Kahverengi
534,Var,2.5,Yok,1.0,Var,21,0.3,164,7,9,347,1477,2706.0,18,Var,Var,Yok,Normal,Mor
1510,Yok,0.6,Var,1.0,Yok,32,0.7,135,3,8,963,1520,854.0,10,Var,Yok,Var,Ucuz,Yeşil
1172,Yok,1.9,Yok,0.0,Var,27,0.7,164,1,3,607,1092,1477.0,6,Var,Yok,Yok,Ucuz,Gri
612,Var,0.5,Var,1.0,Var,20,0.8,179,8,6,1145,1487,3282.0,18,Var,Var,Var,Pahalı,Yeşil
1138,Yok,1.4,Yok,12.0,Var,44,0.2,187,8,17,111,1138,3475.0,3,Var,Yok,Yok,Pahalı,Kırmızı
1454,Var,0.5,Var,1.0,Yok,34,0.7,83,4,3,250,1033,3419.0,5,Var,Var,Yok,Pahalı,Turkuaz
796,Yok,0.5,Yok,2.0,Yok,12,0.5,114,1,8,174,518,1075.0,2,Yok,Var,Yok,Çok Ucuz,Mor
864,Yok,1.6,Var,0.0,Var,53,0.3,88,6,1,262,1436,493.0,10,Var,Var,Yok,Çok Ucuz,Kahverengi
642,Var,0.5,Yok,0.0,Var,38,0.8,86,5,10,887,1775,435.0,2,Var,Var,Yok,Çok Ucuz,Pembe
1830,Var,1.0,Yok,7.0,Var,47,0.3,117,1,11,1191,1882,3362.0,11,Var,Yok,Yok,Pahalı,Siyah
1845,Var,0.5,Var,10.0,Yok,61,0.3,96,1,12,292,695,1731.0,6,Yok,Yok,Yok,Ucuz,Yeşil
1176,Var,2.1,Yok,2.0,Var,62,0.5,168,2,10,674,1455,1534.0,17,Var,Yok,Yok,Ucuz,Mavi
767,Yok,1.9,Yok,16.0,Var,19,0.2,185,6,17,271,1000,2445.0,6,Var,Var,Var,Ucuz,Yeşil
947,Yok,0.8,Var,0.0,Var,22,0.1,197,2,13,1176,1220,2842.0,2,Var,Yok,Yok,Normal,Mor
594,Var,2.6,Yok,1.0,Yok,27,0.1,196,5,2,407,528,708.0,17,Yok,Var,Var,Çok Ucuz,Yeşil
591,Yok,2.1,Var,18.0,Var,16,0.5,196,7,20,952,1726,704.0,4,Var,Var,Var,Çok Ucuz,Kırmızı
507,Var,0.5,Var,1.0,Yok,32,0.5,141,7,11,936,1398,1702.0,5,Var,Var,Var,Ucuz,Kahverengi
1166,Var,0.5,Yok,7.0,Yok,59,0.5,80,1,11,437,638,3887.0,7,Var,Yok,Var,Pahalı,Mor
1494,Yok,1.6,Yok,3.0,Var,45,0.8,158,5,4,449,790,3208.0,4,Var,Yok,Yok,Pahalı,Sarı
1732,Var,1.1,Yok,4.0,Var,12,0.8,119,8,9,824,881,1308.0,11,Var,Yok,Var,Ucuz,Pembe
893,Yok,2.5,Var,0.0,Yok,55,0.6,183,2,1,417,946,2986.0,6,Yok,Var,Var,Normal,Siyah
774,Yok,0.5,Var,2.0,Var,10,0.5,188,2,9,1480,1731,2944.0,2,Var,Var,Var,Normal,Beyaz
1861,Var,0.9,Yok,4.0,Var,55,0.5,148,7,8,1698,1877,601.0,4,Var,Yok,Yok,Ucuz,Yeşil
1882,Var,1.3,Var,8.0,Yok,47,0.2,140,2,13,119,652,2500.0,11,Yok,Yok,Var,Normal,Turuncu
1918,Yok,1.9,Yok,2.0,Yok,10,0.6,110,5,10,1170,1543,1717.0,16,Var,Var,Var,Normal,Yeşil
1336,Yok,0.9,Yok,5.0,Var,17,0.2,194,5,9,55,583,1869.0,16,Var,Var,Var,Ucuz,Pembe
1876,Yok,0.5,Yok,10.0,Var,40,0.3,86,6,14,546,1564,2513.0,16,Var,Var,Yok,Pahalı,Beyaz
1677,Yok,1.8,Var,4.0,Yok,11,0.7,124,6,8,271,1477,3771.0,12,Var,Yok,Yok,Pahalı,Siyah
1205,Var,2.7,Yok,5.0,Yok,10,0.1,163,6,10,321,1870,953.0,20,Yok,Var,Var,Çok Ucuz,Turuncu
1042,Yok,2.2,Yok,15.0,Var,11,0.6,139,5,16,68,1018,2826.0,2,Var,Yok,Yok,Normal,Mor
772,Yok,2.6,Var,7.0,Yok,6,0.1,100,2,10,741,1471,929.0,18,Yok,Var,Var,Çok Ucuz,Mavi
732,Var,1.3,Yok,5.0,Var,32,0.4,163,8,7,1661,1836,,5,Var,Yok,Var,Pahalı,Siyah
1561,Yok,0.5,Var,10.0,Var,4,0.5,134,2,13,885,1811,1783.0,10,Var,Var,Yok,Normal,Kırmızı
616,Var,2.2,Yok,3.0,Var,21,0.8,150,7,4,347,513,3267.0,19,Var,Yok,Yok,Normal,Gri
946,Var,2.6,Var,17.0,Yok,5,0.1,166,3,20,1698,1771,3720.0,4,Yok,Var,Yok,Pahalı,Kırmızı
897,Var,2.0,Yok,3.0,Var,2,0.6,154,8,10,0,994,1958.0,7,Var,Var,Yok,Ucuz,Mor
1778,Yok,0.5,Yok,0.0,Yok,15,0.5,102,3,0,1445,1954,1214.0,14,Var,Yok,Yok,Ucuz,Turuncu
1424,Var,2.9,Var,0.0,Yok,20,0.6,180,5,0,181,1199,2658.0,19,Var,Yok,Yok,Normal,Yeşil
1641,Yok,1.1,Yok,6.0,Yok,48,0.7,97,8,7,224,1994,1695.0,17,Var,Yok,Var,Normal,Beyaz
564,Yok,3.0,Var,1.0,Yok,8,0.7,130,2,3,853,1737,2227.0,14,Var,Yok,Var,Ucuz,Siyah
994,Yok,1.2,Var,4.0,Yok,40,0.9,164,2,17,296,839,3104.0,11,Yok,Yok,Yok,Normal,Sarı
1808,Var,0.5,Var,1.0,Yok,31,0.5,92,2,16,714,1208,2736.0,8,Yok,Yok,Var,Pahalı,Kırmızı
1288,Yok,0.5,Var,3.0,Var,61,0.2,115,6,6,988,1503,1882.0,10,Var,Yok,Var,Normal,Mavi
1444,Var,2.1,Yok,9.0,Yok,38,0.4,104,7,16,624,917,3764.0,10,Yok,Yok,Yok,Pahalı,Yeşil
1504,Yok,1.9,Var,7.0,Var,25,0.3,152,4,9,395,1853,1788.0,13,Var,Yok,Var,Ucuz,Turkuaz
630,Yok,2.0,Yok,9.0,Var,14,0.5,180,8,13,66,1448,1212.0,12,Var,Yok,Yok,Çok Ucuz,Mor
1423,Yok,0.6,Yok,12.0,Yok,44,0.8,131,5,13,501,640,2253.0,9,Yok,Yok,Yok,Ucuz,Gri
771,Yok,2.9,Yok,2.0,Yok,62,0.7,106,1,8,1709,1781,1628.0,6,Yok,Var,Yok,Ucuz,Turuncu
930,Var,1.3,Var,1.0,Var,14,0.4,97,6,10,77,1025,2457.0,17,Var,Var,Yok,Ucuz,Mor
1126,Var,2.4,Yok,2.0,Var,10,0.4,160,6,3,1223,1611,2050.0,12,Var,Var,Var,Normal,Turuncu
1686,Var,2.8,Var,3.0,Yok,38,0.1,166,4,4,397,1453,2958.0,2,Yok,Yok,Yok,Pahalı,Turuncu
673,Var,1.7,Var,3.0,Var,22,0.1,88,1,5,594,1088,2050.0,17,Var,Var,Yok,Ucuz,Mor
1492,Var,1.5,Yok,5.0,Yok,11,0.9,85,3,7,1684,1746,2259.0,19,Yok,Var,Var,Pahalı,Yeşil
764,Yok,1.0,Var,9.0,Var,45,0.5,124,8,11,52,539,1341.0,12,Var,Yok,Yok,Çok Ucuz,Kahverengi
1128,Var,1.1,Yok,9.0,Var,46,0.9,135,8,10,751,1582,1434.0,11,Var,Yok,Yok,Ucuz,Mor
519,Var,1.6,Var,7.0,Var,51,0.3,132,4,19,550,645,3763.0,4,Var,Yok,Var,Pahalı,Beyaz
1421,Yok,2.8,Yok,0.0,Var,57,0.4,165,1,2,781,1657,2775.0,14,Var,Yok,Var,Pahalı,Siyah
832,Yok,1.6,Var,1.0,Var,34,0.3,108,5,5,311,1294,447.0,12,Var,Var,Yok,Çok Ucuz,Siyah
904,Var,1.2,Var,10.0,Var,31,0.8,112,3,11,657,1014,2814.0,19,Var,Yok,Yok,Normal,Turuncu
1210,Var,1.6,Var,9.0,Yok,57,0.5,111,4,20,329,1039,1886.0,17,Var,Yok,Var,Ucuz,Sarı
1741,Var,0.5,Yok,1.0,Var,55,0.1,140,5,3,719,755,2575.0,7,Var,Var,Var,Normal,Gri
1379,Yok,0.5,Var,1.0,Yok,19,0.3,134,8,17,387,671,3912.0,19,Yok,Var,Var,Pahalı,Kırmızı
645,Yok,2.5,Yok,10.0,Var,63,1.0,174,4,14,278,584,3615.0,13,Var,Yok,Var,Normal,Turuncu
743,Yok,0.5,Var,0.0,Var,33,0.3,95,2,1,1587,1659,316.0,4,Var,Yok,Yok,Çok Ucuz,Gri
1866,Var,2.5,Var,3.0,Var,47,0.8,89,5,9,358,1782,1444.0,20,Var,Yok,Yok,Ucuz,Mavi
1237,Var,2.5,Yok,7.0,Yok,13,0.8,98,4,12,18,1004,2528.0,16,Yok,Yok,Yok,Normal,Siyah
1064,Yok,2.9,Var,1.0,Var,34,0.2,184,6,13,1175,1569,654.0,6,Var,Yok,Yok,Çok Ucuz,Mavi
563,Var,0.5,Var,2.0,Var,41,0.9,145,5,6,1263,1716,2603.0,9,Var,Var,Yok,Normal,Siyah
559,Var,0.5,Yok,10.0,Yok,11,0.4,82,5,14,541,823,2019.0,16,Var,Var,Var,Ucuz,Pembe
614,Yok,1.7,Var,0.0,Var,58,0.2,128,7,2,22,519,3487.0,11,Var,Var,Var,Normal,Turuncu
1646,Var,2.3,Yok,8.0,Var,41,0.2,185,2,10,1725,1932,3339.0,19,Var,Var,Yok,Pahalı,Siyah
1763,Yok,2.9,Var,1.0,Var,53,0.2,101,4,20,138,806,2066.0,17,Var,Var,Var,Ucuz,Mor
1698,Yok,2.8,Yok,10.0,Var,7,0.8,131,8,12,26,508,2992.0,17,Var,Var,Yok,Normal,Turkuaz
1384,Var,2.8,Var,15.0,Yok,60,0.1,82,3,18,983,1210,1221.0,15,Var,Yok,Var,Ucuz,Beyaz
1620,Var,2.2,Var,0.0,Var,30,0.2,185,3,3,832,1033,606.0,18,Var,Yok,Yok,Çok Ucuz,Mor
823,Yok,1.0,Var,9.0,Var,18,0.2,182,5,16,1180,1350,3894.0,9,Var,Var,Yok,Pahalı,Yeşil
1549,Var,1.5,Var,0.0,Var,27,0.4,113,5,7,632,1162,436.0,11,Var,Yok,Yok,Çok Ucuz,Mavi
1744,Var,1.0,Yok,1.0,Var,20,0.5,112,8,3,68,718,1205.0,14,Var,Yok,Yok,Ucuz,Mor
1314,Var,2.8,Var,13.0,Var,5,1.0,87,4,18,82,512,3411.0,18,Var,Yok,Yok,Pahalı,Yeşil
904,Yok,2.7,Var,4.0,Yok,19,0.6,147,6,7,1094,1496,545.0,16,Yok,Yok,Yok,Çok Ucuz,Gri
1578,Yok,2.9,Yok,8.0,Yok,3,0.9,200,1,20,342,670,3483.0,16,Var,Yok,Yok,Pahalı,Kırmızı
1722,Var,1.0,Yok,7.0,Yok,25,0.8,88,6,19,1179,1638,2376.0,19,Yok,Yok,Var,Pahalı,Gri
878,Var,1.3,Yok,13.0,Var,31,0.5,153,4,18,575,618,3497.0,11,Var,Var,Yok,Normal,Kahverengi
1760,Yok,1.9,Yok,1.0,Var,50,0.8,198,1,2,273,1704,2549.0,4,Var,Var,Yok,Normal,Mor
1368,Var,1.6,Var,4.0,Yok,9,0.1,115,7,7,843,1145,2941.0,17,Yok,Var,Yok,Pahalı,Siyah
1097,Yok,2.1,Var,6.0,Yok,64,0.2,161,3,8,419,1914,1725.0,9,Var,Yok,Var,Ucuz,Turkuaz
829,Yok,0.5,Yok,0.0,Yok,56,0.6,129,7,1,91,1916,820.0,11,Var,Yok,Var,Çok Ucuz,Beyaz
1004,Yok,1.6,Var,0.0,Var,30,1.0,160,8,1,62,581,1012.0,13,Var,Var,Var,Çok Ucuz,Beyaz
961,Var,1.5,Var,10.0,Yok,51,0.3,152,6,16,554,621,2981.0,7,Var,Var,Var,Normal,Kırmızı
744,Yok,1.7,Var,0.0,Var,33,0.5,105,4,2,1252,1963,2700.0,19,Var,Yok,Yok,Normal,Kırmızı
1057,Var,2.7,Yok,3.0,Var,41,0.1,97,4,10,397,891,2033.0,2,Var,Var,Yok,Ucuz,Mor
1093,Yok,0.5,Yok,1.0,Var,31,0.6,171,2,12,1310,1420,1646.0,6,Var,Var,Yok,Ucuz,Mavi
1753,Yok,0.5,Var,0.0,Var,31,0.1,134,1,18,1590,1926,1324.0,17,Var,Yok,Var,Normal,Yeşil
951,Yok,0.5,Yok,6.0,Var,15,0.6,81,2,17,854,935,1083.0,16,Var,Var,Yok,Çok Ucuz,Beyaz
805,Var,1.7,Var,0.0,Var,58,0.9,168,3,10,81,1544,3397.0,2,Var,Yok,Yok,Normal,Kahverengi
538,Yok,0.8,Yok,12.0,Var,2,0.8,177,7,13,235,662,417.0,9,Var,Yok,Var,Çok Ucuz,Siyah
1969,Yok,0.8,Var,5.0,Var,7,0.2,85,8,20,332,764,315.0,7,Var,Var,Yok,Çok Ucuz,Siyah
769,Yok,0.5,Var,12.0,Var,54,0.2,112,4,19,1385,1780,941.0,20,Var,Yok,Var,Çok Ucuz,Turuncu
675,Yok,2.3,Yok,10.0,Yok,60,0.9,144,5,15,192,757,1735.0,13,Var,Yok,Var,Çok Ucuz,Sarı
1296,Yok,0.9,Var,,Var,14,0.5,124,5,3,811,1272,490.0,4,Var,Var,Var,Çok Ucuz,Sarı
1347,Yok,0.9,Var,8.0,Var,53,0.8,108,6,15,961,1008,3836.0,14,Var,Yok,Var,Pahalı,Siyah
503,Yok,2.5,Yok,3.0,Yok,57,0.6,185,6,11,778,1291,305.0,16,Yok,Yok,Var,Çok Ucuz,Mavi
1314,Yok,2.9,Var,8.0,Var,41,0.1,155,4,12,113,577,626.0,4,Var,Var,Var,Çok Ucuz,Mor
1122,Yok,0.5,Yok,0.0,Var,40,0.3,156,7,14,675,1163,1456.0,20,Var,Var,Yok,Ucuz,Gri
1136,Yok,0.5,Yok,0.0,Var,9,0.9,150,6,2,1307,1767,2110.0,16,Var,Yok,Var,Normal,Kırmızı
1504,Yok,1.5,Yok,12.0,Var,34,0.7,142,8,15,507,973,2806.0,7,Var,Yok,Var,Normal,Turuncu
643,Var,0.7,Var,3.0,Var,23,0.8,156,1,9,314,1400,2096.0,2,Var,Yok,Yok,Ucuz,Mor
1828,Var,2.1,Var,0.0,Yok,17,0.9,199,1,1,336,898,2280.0,4,Yok,Yok,Yok,Normal,Mavi
1263,Yok,0.5,Yok,12.0,Yok,64,0.3,175,5,18,178,1883,1183.0,17,Yok,Yok,Var,Ucuz,Kırmızı
1882,Yok,2.0,Yok,11.0,Var,44,0.8,113,8,19,4,743,3579.0,20,Var,Var,Yok,Pahalı,Gri
1398,Yok,1.6,Var,8.0,Var,26,0.8,150,1,12,755,1284,3488.0,11,Var,Var,Yok,Pahalı,Turuncu
1312,Var,0.8,Var,0.0,Yok,24,0.9,156,6,0,115,1791,3833.0,17,Yok,Var,Yok,Pahalı,Pembe
1775,Var,1.5,Yok,3.0,Yok,41,0.1,163,1,7,1633,1869,2343.0,14,Var,Var,Var,Pahalı,Yeşil
854,Yok,1.0,Yok,5.0,Var,17,0.9,101,4,9,730,1148,3115.0,2,Var,Yok,Yok,Normal,Mavi
528,Yok,1.7,Yok,12.0,Var,6,0.8,142,2,15,574,637,3256.0,6,Var,Var,Yok,Normal,Pembe
1566,Var,0.5,Var,0.0,Yok,20,0.5,126,2,0,1603,1930,659.0,13,Var,Var,Var,Ucuz,Turuncu
1158,Yok,0.7,Var,1.0,Var,29,0.7,123,2,20,311,1796,1542.0,15,Var,Yok,Var,Ucuz,Turuncu
1195,Var,1.1,Var,2.0,Var,8,0.9,80,6,6,327,1001,643.0,19,Var,Yok,Yok,Çok Ucuz,Turkuaz
1148,Yok,2.3,Var,0.0,Var,58,0.3,170,5,20,606,688,3127.0,11,Var,Yok,Yok,Normal,Turuncu
808,Yok,1.9,Yok,7.0,Yok,20,0.8,185,6,14,496,974,1471.0,11,Yok,Var,Yok,Çok Ucuz,Kırmızı
1587,Var,0.5,Yok,0.0,Yok,50,0.9,148,8,15,299,874,461.0,4,Var,Yok,Var,Çok Ucuz,Mor
1948,Yok,2.9,Var,4.0,Yok,5,0.2,136,1,13,651,700,361.0,10,Yok,Var,Yok,Çok Ucuz,Beyaz
1071,Yok,2.6,Yok,0.0,Yok,49,0.3,199,4,5,1328,1970,3393.0,7,Var,Yok,Yok,Pahalı,Pembe
1883,Var,0.5,Yok,3.0,Var,10,0.3,146,6,13,836,1739,2600.0,20,Var,Yok,Yok,Pahalı,Turkuaz
1068,Yok,0.5,Var,0.0,Var,19,0.9,197,8,9,322,875,1209.0,12,Var,Var,Yok,Çok Ucuz,Beyaz
1486,Yok,2.6,Yok,7.0,Yok,52,0.1,85,4,15,1430,1747,297.0,15,Yok,Var,Yok,Çok Ucuz,Siyah
688,Yok,2.5,Var,0.0,Yok,57,0.8,131,7,3,426,1964,3745.0,4,Yok,Var,Yok,Pahalı,Pembe
885,Yok,2.3,Var,0.0,Var,15,0.4,103,7,0,769,802,1410.0,5,Var,Var,Var,Çok Ucuz,Pembe
547,Yok,1.9,Var,1.0,Yok,37,0.4,154,5,4,371,541,2705.0,10,Var,Var,Yok,Ucuz,Beyaz
1925,Yok,3.0,Var,0.0,Var,16,0.8,175,8,11,983,1087,2173.0,19,Var,Var,Yok,Normal,Pembe
1569,Var,1.6,Var,4.0,Var,54,0.9,190,4,6,371,665,3905.0,4,Var,Yok,Yok,Pahalı,Kahverengi
907,Var,2.6,Var,7.0,Yok,44,0.2,160,3,12,144,896,3911.0,8,Yok,Yok,Yok,Pahalı,Yeşil
1428,Var,1.6,Yok,0.0,Yok,7,0.1,153,4,2,584,983,1808.0,13,Yok,Var,Yok,Ucuz,Mavi
1180,Var,2.5,Yok,0.0,Var,27,0.1,90,6,1,168,540,348.0,19,Var,Var,Var,Çok Ucuz,Beyaz
1832,Yok,0.7,Yok,2.0,Yok,2,0.6,90,7,6,186,654,2978.0,18,Yok,Yok,Yok,Normal,Yeşil
1965,Var,0.5,Yok,4.0,Var,29,0.5,149,5,13,584,676,2973.0,20,Var,Var,Var,Pahalı,Gri
1413,Yok,0.5,Var,5.0,Yok,51,0.3,117,5,11,187,517,3383.0,2,Yok,Yok,Yok,Pahalı,Turuncu
668,Yok,0.5,Var,0.0,Yok,3,0.1,155,5,13,666,1203,2746.0,8,Var,Var,Var,Normal,Gri
1530,Yok,2.0,Yok,11.0,Yok,42,0.8,177,6,13,454,1975,725.0,19,Yok,Yok,Var,Çok Ucuz,Mor
1572,Yok,0.6,Yok,0.0,Var,58,0.2,157,7,8,1109,1937,2462.0,10,Var,Yok,Yok,Pahalı,Yeşil
1405,Yok,1.7,Yok,0.0,Yok,8,0.3,107,4,7,284,1036,2376.0,11,Yok,Var,Yok,Normal,Sarı
1139,Var,0.9,Var,6.0,Var,58,0.5,161,2,11,742,999,1850.0,8,Var,Yok,Yok,Ucuz,Yeşil
1960,Var,2.1,Yok,1.0,Yok,7,0.2,165,7,9,868,877,3773.0,6,Yok,Var,Var,Pahalı,Turuncu
715,Yok,2.3,Var,4.0,Yok,48,0.1,160,4,6,21,562,3709.0,10,Yok,Yok,Yok,Normal,Turuncu
1590,Yok,1.9,Var,3.0,Var,21,1.0,160,5,18,920,963,1701.0,4,Var,Yok,Var,Ucuz,Beyaz
1082,Yok,2.3,Var,11.0,Yok,2,1.0,101,4,20,398,724,2177.0,17,Yok,Var,Yok,Ucuz,Sarı
1547,Yok,2.9,Var,6.0,Yok,45,0.7,166,2,8,583,590,505.0,3,Yok,Var,Var,Çok Ucuz,Kahverengi
712,Var,0.5,Var,3.0,Var,35,0.2,84,2,10,558,1208,2190.0,4,Var,Var,Var,Ucuz,Sarı
1709,Var,0.8,Yok,8.0,Var,58,0.8,136,2,10,956,1292,1781.0,17,Var,Yok,Yok,Normal,Siyah
1874,Var,2.7,Var,10.0,Yok,8,0.9,166,7,13,964,1233,1246.0,2,Yok,Yok,Var,Ucuz,Sarı
753,Var,0.5,Yok,11.0,Var,48,0.1,121,8,20,606,1316,,16,Var,Yok,Yok,Pahalı,Turkuaz
1773,Var,2.5,Yok,16.0,Var,32,0.6,170,6,18,1215,1472,3566.0,13,Var,Yok,Var,Pahalı,Sarı
1234,Var,1.6,Var,1.0,Yok,33,0.6,172,1,3,166,778,1449.0,6,Yok,Yok,Var,Çok Ucuz,Mavi
1426,Yok,1.6,Yok,4.0,Var,12,0.7,174,5,16,1573,1694,1277.0,5,Var,Yok,Yok,Ucuz,Kırmızı
561,Var,2.8,Var,2.0,Var,40,0.1,99,7,6,426,865,2974.0,19,Var,Yok,Var,Normal,Siyah
775,Yok,1.0,Yok,3.0,Yok,46,0.7,159,2,16,862,1864,568.0,11,Var,Var,Var,Çok Ucuz,Pembe
608,Var,0.5,Var,0.0,Yok,64,0.9,94,4,0,4,1351,2517.0,7,Var,Var,Var,Ucuz,Siyah
1485,Yok,2.8,Yok,3.0,Var,44,0.1,138,4,14,341,774,3271.0,8,Var,Var,Yok,Pahalı,Beyaz
1083,Var,2.9,Var,1.0,Var,64,0.8,178,3,11,1025,1118,3210.0,4,Var,Yok,Yok,Pahalı,Mavi
1579,Var,0.5,Var,0.0,Yok,5,0.2,88,7,9,1358,1739,3532.0,12,Yok,Yok,Var,Pahalı,Kahverengi
1695,Yok,2.3,Var,1.0,Yok,34,0.4,84,5,10,713,1742,3296.0,14,Yok,Yok,Yok,Pahalı,Yeşil
1225,Var,2.4,Yok,0.0,Yok,15,0.1,155,5,0,840,982,1970.0,15,Var,Var,Yok,Ucuz,Gri
1197,Yok,1.3,Yok,3.0,Var,20,0.5,149,6,7,649,1629,1797.0,4,Var,Var,Var,Ucuz,Sarı
703,Var,2.7,Yok,12.0,Var,30,0.3,113,1,20,218,1065,1472.0,7,Var,Yok,Yok,Çok Ucuz,Pembe
593,Yok,0.5,Yok,6.0,Yok,31,0.4,156,7,7,1233,1317,1692.0,7,Var,Yok,Yok,Ucuz,Siyah
504,Yok,2.8,Var,,Yok,40,0.5,178,3,0,626,1195,470.0,16,Var,Yok,Yok,Çok Ucuz,Siyah
1572,Var,0.8,Var,7.0,Var,8,0.8,169,5,8,577,1237,3461.0,10,Var,Var,Var,Pahalı,Mor
1224,Var,1.6,Yok,9.0,Yok,33,1.0,157,1,18,522,563,3796.0,13,Var,Var,Yok,Pahalı,Mavi
594,Yok,0.8,Yok,2.0,Var,28,0.1,132,5,3,1011,1263,3087.0,4,Var,Var,Var,Normal,Mor
713,Yok,1.6,Yok,4.0,Var,63,0.7,89,2,8,103,1760,2082.0,12,Var,Yok,Yok,Ucuz,Kahverengi
1021,Var,0.5,Var,0.0,Var,53,0.7,136,3,6,905,1988,2631.0,7,Var,Var,Yok,Normal,Kahverengi
1809,Var,1.7,Yok,3.0,Var,59,0.1,174,3,4,639,721,2324.0,16,Var,Yok,Var,Normal,Mor
1447,Yok,0.5,Yok,3.0,Yok,40,0.7,184,2,5,963,1062,471.0,20,Yok,Yok,Var,Çok Ucuz,Turuncu
517,Yok,1.4,Var,3.0,Var,33,0.8,183,4,8,660,974,3704.0,11,Var,Yok,Var,Pahalı,Mavi
561,Var,1.0,Yok,0.0,Yok,11,0.1,163,8,10,492,1176,3421.0,5,Var,Var,Var,Normal,Pembe
922,Yok,1.5,Var,1.0,Var,35,0.9,188,7,15,1016,1383,1165.0,4,Var,Var,Var,Çok Ucuz,Gri
837,Yok,2.4,Var,1.0,Yok,51,0.2,104,5,15,638,1831,594.0,20,Var,Yok,Var,Çok Ucuz,Kahverengi
1544,Yok,2.3,Yok,12.0,Var,45,0.1,113,8,20,236,857,1300.0,18,Var,Var,Yok,Ucuz,Pembe
1337,Yok,0.5,Yok,13.0,Yok,31,0.8,186,2,20,48,644,2180.0,16,Var,Yok,Var,Ucuz,Kahverengi
1453,Yok,1.6,Var,12.0,Var,52,0.3,96,2,18,187,1311,2373.0,10,Var,Var,Var,Normal,Mor
1615,Yok,0.5,Yok,14.0,Yok,15,0.1,132,4,16,622,1256,3488.0,3,Yok,Yok,Var,Pahalı,Kahverengi
1725,Yok,0.5,Var,8.0,Var,52,1.0,185,6,12,1125,1195,1243.0,5,Var,Var,Var,Ucuz,Kahverengi
1313,Var,1.8,Var,4.0,Yok,9,0.4,105,1,6,416,1308,3791.0,6,Yok,Var,Var,Pahalı,Mor
1230,Var,2.2,Var,6.0,Yok,26,0.8,123,5,7,416,676,988.0,9,Yok,Var,Var,Çok Ucuz,Kırmızı
1564,Yok,1.5,Var,1.0,Yok,42,0.7,108,2,2,1619,1962,3376.0,7,Yok,Var,Yok,Pahalı,Mavi
1337,Var,2.7,Var,0.0,Yok,5,0.7,200,4,1,161,1029,3242.0,20,Yok,Var,Yok,Normal,Kahverengi
618,Var,1.0,Yok,9.0,Var,13,0.1,80,4,15,591,724,1424.0,7,Var,Var,Yok,Çok Ucuz,Yeşil
857,Var,2.0,Var,3.0,Yok,17,0.2,195,7,9,157,948,3100.0,13,Var,Var,Yok,Normal,Siyah
962,Var,1.1,Var,3.0,Yok,17,0.1,161,8,20,546,1424,3438.0,20,Yok,Yok,Yok,Pahalı,Yeşil
957,Var,0.7,Yok,0.0,Var,4,0.1,160,2,0,38,1682,1898.0,3,Var,Var,Yok,Ucuz,Sarı
1323,Var,2.5,Var,10.0,Var,28,0.2,131,4,12,162,619,1892.0,15,Var,Var,Var,Ucuz,Turuncu
1250,Var,1.5,Yok,14.0,Var,20,0.4,167,5,18,11,1020,3314.0,6,Var,Var,Var,Normal,Yeşil
1354,Var,0.7,Var,3.0,Var,26,0.5,136,4,6,297,918,2090.0,13,Var,Var,Yok,Ucuz,Kırmızı
1619,Var,1.9,Yok,2.0,Var,21,0.4,138,1,9,46,562,1641.0,13,Var,Yok,Yok,Ucuz,Beyaz
1991,Var,1.8,Yok,11.0,Yok,9,0.7,94,3,12,751,1377,1511.0,9,Yok,Yok,Yok,Ucuz,Gri
880,Yok,0.5,Var,1.0,Yok,44,0.5,172,8,15,436,1302,3132.0,6,Yok,Var,Var,Normal,Kırmızı
1793,Yok,2.7,Yok,12.0,Var,44,0.7,175,5,17,655,1459,2803.0,6,Var,Var,Var,Pahalı,Beyaz
